repayment_id,customer_id,loan_id,installment_no,due_date,paid_date,scheduled_amount,paid_amount,days_past_due,is_late_payment,is_default_event
11398,404,L00404_2,4,2022-03-15,2022-03-21,483,483,6,0,0
11399,404,L00404_2,5,2022-04-14,2022-04-14,425,425,0,0,0
11400,404,L00404_2,6,2022-05-14,2022-05-14,400,400,0,0,0
11401,404,L00404_2,7,2022-06-13,2022-06-13,677,677,0,0,0
11402,404,L00404_2,8,2022-07-13,2022-07-30,795,795,17,1,0
11403,404,L00404_2,9,2022-08-12,2022-08-19,185,185,7,0,0
11404,404,L00404_2,10,2022-09-11,2022-09-19,523,523,8,0,0
11405,404,L00404_2,11,2022-10-11,2022-10-30,123,123,19,1,0
11406,404,L00404_2,12,2022-11-10,2022-11-10,451,451,0,0,0
11407,405,L00405_1,1,2022-06-16,2022-06-18,481,481,2,0,0
11408,405,L00405_1,2,2022-07-16,2022-08-01,256,256,16,1,0
11409,405,L00405_1,3,2022-08-15,2022-08-15,332,332,0,0,0
11410,405,L00405_1,4,2022-09-14,2022-10-10,844,844,26,1,0
11411,405,L00405_1,5,2022-10-14,2022-10-24,872,872,10,0,0
11412,405,L00405_1,6,2022-11-13,2022-11-13,816,816,0,0,0
11413,406,L00406_1,1,2022-08-01,2022-08-09,677,677,8,0,0
11414,406,L00406_1,2,2022-08-31,2022-08-31,233,233,0,0,0
11415,406,L00406_1,3,2022-09-30,2022-09-30,259,259,0,0,0
11416,406,L00406_1,4,2022-10-30,2022-11-11,461,461,12,0,0
11417,406,L00406_1,5,2022-11-29,2022-12-20,108,108,21,1,0
11418,406,L00406_1,6,2022-12-29,2022-12-30,620,620,1,0,0
11419,406,L00406_1,7,2023-01-28,2023-02-07,314,314,10,0,0
11420,406,L00406_1,8,2023-02-27,2023-02-27,822,822,0,0,0
11421,406,L00406_1,9,2023-03-29,2023-03-30,622,622,1,0,0
11422,406,L00406_1,10,2023-04-28,2023-05-08,842,842,10,0,0
11423,406,L00406_1,11,2023-05-28,2023-05-28,240,240,0,0,0
11424,406,L00406_1,12,2023-06-27,2023-07-03,609,609,6,0,0
11425,406,L00406_1,13,2023-07-27,2023-07-27,664,664,0,0,0
11426,406,L00406_1,14,2023-08-26,2023-08-28,887,887,2,0,0
11427,406,L00406_1,15,2023-09-25,2023-09-30,199,199,5,0,0
11428,406,L00406_1,16,2023-10-25,2023-10-25,373,373,0,0,0
11429,406,L00406_1,17,2023-11-24,2023-11-24,890,890,0,0,0
11430,406,L00406_1,18,2023-12-24,2023-12-29,426,426,5,0,0
11431,406,L00406_2,1,2021-02-26,2021-03-05,114,114,7,0,0
11432,406,L00406_2,2,2021-03-28,2021-03-28,615,615,0,0,0
11433,406,L00406_2,3,2021-04-27,2021-04-27,884,884,0,0,0
11434,406,L00406_2,4,2021-05-27,2021-05-27,123,123,0,0,0
11435,406,L00406_2,5,2021-06-26,2021-06-26,345,345,0,0,0
11436,406,L00406_2,6,2021-07-26,2021-07-26,406,406,0,0,0
11437,406,L00406_2,7,2021-08-25,2021-09-03,435,435,9,0,0
11438,406,L00406_2,8,2021-09-24,2021-09-27,769,769,3,0,0
11439,406,L00406_2,9,2021-10-24,2021-10-24,116,116,0,0,0
11440,406,L00406_2,10,2021-11-23,2021-11-23,440,440,0,0,0
11441,406,L00406_2,11,2021-12-23,2021-12-24,587,587,1,0,0
11442,406,L00406_2,12,2022-01-22,2022-01-22,702,702,0,0,0
11443,407,L00407_1,1,2021-08-18,2021-08-18,357,357,0,0,0
11444,407,L00407_1,2,2021-09-17,2021-09-17,716,716,0,0,0
11445,407,L00407_1,3,2021-10-17,2021-10-17,181,181,0,0,0
11446,407,L00407_1,4,2021-11-16,2021-12-01,801,801,15,0,0
11447,407,L00407_1,5,2021-12-16,2021-12-16,753,753,0,0,0
11448,407,L00407_1,6,2022-01-15,2022-01-20,141,141,5,0,0
11449,407,L00407_1,7,2022-02-14,2022-02-14,594,594,0,0,0
11450,407,L00407_1,8,2022-03-16,2022-03-22,840,840,6,0,0
11451,407,L00407_1,9,2022-04-15,2022-04-25,368,368,10,0,0
11452,407,L00407_1,10,2022-05-15,2022-05-15,777,777,0,0,0
11453,407,L00407_1,11,2022-06-14,2022-06-14,873,873,0,0,0
11454,407,L00407_1,12,2022-07-14,2022-07-17,551,551,3,0,0
11455,408,L00408_1,1,2021-11-04,2021-11-04,488,488,0,0,0
11456,408,L00408_1,2,2021-12-04,2021-12-23,427,427,19,1,0
11457,408,L00408_1,3,2022-01-03,2022-01-08,526,526,5,0,0
11458,408,L00408_1,4,2022-02-02,2022-02-11,418,418,9,0,0
11459,408,L00408_1,5,2022-03-04,2022-03-13,169,169,9,0,0
11460,408,L00408_1,6,2022-04-03,2022-04-15,400,400,12,0,0
11461,408,L00408_1,7,2022-05-03,2022-05-03,534,534,0,0,0
11462,408,L00408_1,8,2022-06-02,2022-06-06,240,240,4,0,0
11463,408,L00408_1,9,2022-07-02,2022-07-02,161,161,0,0,0
11464,408,L00408_1,10,2022-08-01,2022-08-01,724,724,0,0,0
11465,408,L00408_1,11,2022-08-31,2022-08-31,791,791,0,0,0
11466,408,L00408_1,12,2022-09-30,2022-10-02,747,747,2,0,0
11467,408,L00408_1,13,2022-10-30,2022-10-30,601,601,0,0,0
11468,408,L00408_1,14,2022-11-29,2022-11-30,416,416,1,0,0
11469,408,L00408_1,15,2022-12-29,2022-12-29,471,471,0,0,0
11470,408,L00408_1,16,2023-01-28,2023-01-28,891,891,0,0,0
11471,408,L00408_1,17,2023-02-27,2023-03-01,591,591,2,0,0
11472,408,L00408_1,18,2023-03-29,2023-04-21,329,329,23,1,0
11473,409,L00409_1,1,2023-03-09,2023-03-11,133,133,2,0,0
11474,409,L00409_1,2,2023-04-08,2023-04-08,238,238,0,0,0
11475,409,L00409_1,3,2023-05-08,2023-05-24,570,570,16,1,0
11476,409,L00409_1,4,2023-06-07,2023-06-10,171,171,3,0,0
11477,409,L00409_1,5,2023-07-07,2023-07-07,721,721,0,0,0
11478,409,L00409_1,6,2023-08-06,2023-08-11,631,631,5,0,0
11479,409,L00409_1,7,2023-09-05,2023-09-12,294,294,7,0,0
11480,409,L00409_1,8,2023-10-05,2023-10-05,640,640,0,0,0
11481,409,L00409_1,9,2023-11-04,2023-11-04,801,801,0,0,0
11482,409,L00409_1,10,2023-12-04,2023-12-20,785,785,16,1,0
11483,409,L00409_1,11,2024-01-03,2024-01-16,251,251,13,0,0
11484,409,L00409_1,12,2024-02-02,2024-02-02,741,741,0,0,0
11485,410,L00410_1,1,2022-02-21,2022-02-21,591,591,0,0,0
11486,410,L00410_1,2,2022-03-23,2022-04-04,708,708,12,0,0
11487,410,L00410_1,3,2022-04-22,2022-04-22,567,567,0,0,0
11488,410,L00410_1,4,2022-05-22,2022-05-22,486,486,0,0,0
11489,410,L00410_1,5,2022-06-21,2022-07-03,633,633,12,0,0
11490,410,L00410_1,6,2022-07-21,2022-07-21,190,190,0,0,0
11491,410,L00410_1,7,2022-08-20,2022-08-20,241,241,0,0,0
11492,410,L00410_1,8,2022-09-19,2022-10-05,767,767,16,1,0
11493,410,L00410_1,9,2022-10-19,2022-10-19,634,634,0,0,0
11494,410,L00410_1,10,2022-11-18,2022-11-18,820,820,0,0,0
11495,410,L00410_1,11,2022-12-18,2022-12-27,441,441,9,0,0
11496,410,L00410_1,12,2023-01-17,2023-01-17,209,209,0,0,0
11497,410,L00410_1,13,2023-02-16,2023-02-16,219,219,0,0,0
11498,410,L00410_1,14,2023-03-18,2023-03-21,425,425,3,0,0
11499,410,L00410_1,15,2023-04-17,2023-04-18,267,267,1,0,0
11500,410,L00410_1,16,2023-05-17,2023-05-17,131,131,0,0,0
11501,410,L00410_1,17,2023-06-16,2023-07-08,852,852,22,1,0
11502,410,L00410_1,18,2023-07-16,2023-07-29,539,539,13,0,0
11503,410,L00410_1,19,2023-08-15,2023-08-15,195,195,0,0,0
11504,410,L00410_1,20,2023-09-14,2023-09-14,185,185,0,0,0
11505,410,L00410_1,21,2023-10-14,2023-10-21,837,837,7,0,0
11506,410,L00410_1,22,2023-11-13,2023-11-23,258,258,10,0,0
11507,410,L00410_1,23,2023-12-13,2023-12-17,843,843,4,0,0
11508,410,L00410_1,24,2024-01-12,2024-01-26,709,709,14,0,0
11509,411,L00411_1,1,2021-05-21,2021-05-21,716,716,0,0,0
11510,411,L00411_1,2,2021-06-20,2021-06-20,176,176,0,0,0
11511,411,L00411_1,3,2021-07-20,2021-07-30,190,190,10,0,0
11512,411,L00411_1,4,2021-08-19,2021-08-19,855,855,0,0,0
11513,411,L00411_1,5,2021-09-18,2021-09-27,214,214,9,0,0
11514,411,L00411_1,6,2021-10-18,2021-11-16,140,140,29,1,0
11515,411,L00411_1,7,2021-11-17,2021-11-25,779,779,8,0,0
11516,411,L00411_1,8,2021-12-17,2021-12-17,101,101,0,0,0
11517,411,L00411_1,9,2022-01-16,2022-02-07,275,275,22,1,0
11518,411,L00411_1,10,2022-02-15,2022-02-17,487,487,2,0,0
11519,411,L00411_1,11,2022-03-17,2022-04-05,302,302,19,1,0
11520,411,L00411_1,12,2022-04-16,2022-04-19,895,895,3,0,0
11521,411,L00411_1,13,2022-05-16,2022-05-27,527,527,11,0,0
11522,411,L00411_1,14,2022-06-15,2022-06-18,738,738,3,0,0
11523,411,L00411_1,15,2022-07-15,2022-07-21,318,318,6,0,0
11524,411,L00411_1,16,2022-08-14,2022-08-16,770,770,2,0,0
11525,411,L00411_1,17,2022-09-13,2022-09-17,460,460,4,0,0
11526,411,L00411_1,18,2022-10-13,2022-10-19,805,805,6,0,0
11527,411,L00411_1,19,2022-11-12,2022-11-12,730,730,0,0,0
11528,411,L00411_1,20,2022-12-12,2022-12-12,280,280,0,0,0
11529,411,L00411_1,21,2023-01-11,2023-01-16,221,221,5,0,0
11530,411,L00411_1,22,2023-02-10,2023-02-27,388,388,17,1,0
11531,411,L00411_1,23,2023-03-12,2023-03-15,691,691,3,0,0
11532,411,L00411_1,24,2023-04-11,2023-04-11,589,589,0,0,0
11533,411,L00411_2,1,2021-03-20,2021-04-03,629,629,14,0,0
11534,411,L00411_2,2,2021-04-19,2021-04-19,339,339,0,0,0
11535,411,L00411_2,3,2021-05-19,2021-06-11,298,298,23,1,0
11536,411,L00411_2,4,2021-06-18,2021-06-18,523,523,0,0,0
11537,411,L00411_2,5,2021-07-18,2021-07-26,414,414,8,0,0
11538,411,L00411_2,6,2021-08-17,2021-08-17,740,740,0,0,0
11539,411,L00411_2,7,2021-09-16,2021-09-21,391,391,5,0,0
11540,411,L00411_2,8,2021-10-16,2021-10-16,819,819,0,0,0
11541,411,L00411_2,9,2021-11-15,2021-11-17,253,253,2,0,0
11542,411,L00411_2,10,2021-12-15,2021-12-21,547,547,6,0,0
11543,411,L00411_2,11,2022-01-14,2022-01-14,862,862,0,0,0
11544,411,L00411_2,12,2022-02-13,2022-02-20,234,234,7,0,0
11545,412,L00412_1,1,2021-08-06,2021-08-12,208,208,6,0,0
11546,412,L00412_1,2,2021-09-05,2021-09-07,347,347,2,0,0
11547,412,L00412_1,3,2021-10-05,2021-10-07,887,887,2,0,0
11548,412,L00412_1,4,2021-11-04,2021-11-04,106,106,0,0,0
11549,412,L00412_1,5,2021-12-04,2021-12-04,814,814,0,0,0
11550,412,L00412_1,6,2022-01-03,2022-01-06,822,822,3,0,0
11551,412,L00412_1,7,2022-02-02,2022-02-02,523,523,0,0,0
11552,412,L00412_1,8,2022-03-04,2022-03-26,819,819,22,1,0
11553,412,L00412_1,9,2022-04-03,2022-04-04,747,747,1,0,0
11554,412,L00412_1,10,2022-05-03,2022-05-03,382,382,0,0,0
11555,412,L00412_1,11,2022-06-02,2022-06-02,331,331,0,0,0
11556,412,L00412_1,12,2022-07-02,2022-07-24,367,367,22,1,0
11557,412,L00412_1,13,2022-08-01,2022-08-05,566,566,4,0,0
11558,412,L00412_1,14,2022-08-31,2022-09-02,175,175,2,0,0
11559,412,L00412_1,15,2022-09-30,2022-10-08,193,193,8,0,0
11560,412,L00412_1,16,2022-10-30,2022-10-30,620,620,0,0,0
11561,412,L00412_1,17,2022-11-29,2022-12-07,774,774,8,0,0
11562,412,L00412_1,18,2022-12-29,2023-01-24,362,362,26,1,0
11563,412,L00412_1,19,2023-01-28,2023-02-06,537,537,9,0,0
11564,412,L00412_1,20,2023-02-27,2023-03-08,175,175,9,0,0
11565,412,L00412_1,21,2023-03-29,2023-03-31,756,756,2,0,0
11566,412,L00412_1,22,2023-04-28,2023-04-28,824,824,0,0,0
11567,412,L00412_1,23,2023-05-28,2023-05-31,812,812,3,0,0
11568,412,L00412_1,24,2023-06-27,2023-07-03,449,449,6,0,0
11569,412,L00412_1,25,2023-07-27,2023-08-08,132,132,12,0,0
11570,412,L00412_1,26,2023-08-26,2023-09-17,101,101,22,1,0
11571,412,L00412_1,27,2023-09-25,2023-09-25,701,701,0,0,0
11572,412,L00412_1,28,2023-10-25,2023-11-01,846,846,7,0,0
11573,412,L00412_1,29,2023-11-24,2023-11-24,399,399,0,0,0
11574,412,L00412_1,30,2023-12-24,2023-12-24,281,281,0,0,0
11575,412,L00412_1,31,2024-01-23,2024-01-26,590,590,3,0,0
11576,412,L00412_1,32,2024-02-22,2024-02-22,196,196,0,0,0
11577,412,L00412_1,33,2024-03-23,2024-03-23,568,568,0,0,0
11578,412,L00412_1,34,2024-04-22,2024-04-22,648,648,0,0,0
11579,412,L00412_1,35,2024-05-22,2024-05-22,132,132,0,0,0
11580,412,L00412_1,36,2024-06-21,2024-06-26,391,391,5,0,0
11581,413,L00413_1,1,2022-03-12,2022-03-18,391,391,6,0,0
11582,413,L00413_1,2,2022-04-11,2022-04-22,714,714,11,0,0
11583,413,L00413_1,3,2022-05-11,2022-05-12,112,112,1,0,0
11584,413,L00413_1,4,2022-06-10,2022-06-10,741,741,0,0,0
11585,413,L00413_1,5,2022-07-10,2022-07-28,762,762,18,1,0
11586,413,L00413_1,6,2022-08-09,2022-08-15,792,792,6,0,0
11587,413,L00413_1,7,2022-09-08,2022-09-08,293,293,0,0,0
11588,413,L00413_1,8,2022-10-08,2022-10-12,294,294,4,0,0
11589,413,L00413_1,9,2022-11-07,2022-11-14,459,459,7,0,0
11590,413,L00413_1,10,2022-12-07,2022-12-07,732,732,0,0,0
11591,413,L00413_1,11,2023-01-06,2023-01-06,126,126,0,0,0
11592,413,L00413_1,12,2023-02-05,2023-02-05,669,669,0,0,0
11593,413,L00413_1,13,2023-03-07,2023-03-22,899,899,15,0,0
11594,413,L00413_1,14,2023-04-06,2023-04-06,599,599,0,0,0
11595,413,L00413_1,15,2023-05-06,2023-05-06,464,464,0,0,0
11596,413,L00413_1,16,2023-06-05,2023-06-19,319,319,14,0,0
11597,413,L00413_1,17,2023-07-05,2023-07-05,165,165,0,0,0
11598,413,L00413_1,18,2023-08-04,2023-08-11,692,692,7,0,0
11599,413,L00413_1,19,2023-09-03,2023-09-16,240,240,13,0,0
11600,413,L00413_1,20,2023-10-03,2023-10-03,651,651,0,0,0
11601,413,L00413_1,21,2023-11-02,2023-11-02,105,105,0,0,0
11602,413,L00413_1,22,2023-12-02,2023-12-02,237,237,0,0,0
11603,413,L00413_1,23,2024-01-01,2024-01-04,206,206,3,0,0
11604,413,L00413_1,24,2024-01-31,2024-01-31,388,388,0,0,0
11605,413,L00413_2,1,2022-03-08,2022-03-09,337,337,1,0,0
11606,413,L00413_2,2,2022-04-07,2022-04-17,585,585,10,0,0
11607,413,L00413_2,3,2022-05-07,2022-05-07,155,155,0,0,0
11608,413,L00413_2,4,2022-06-06,2022-06-14,605,605,8,0,0
11609,413,L00413_2,5,2022-07-06,2022-07-06,611,611,0,0,0
11610,413,L00413_2,6,2022-08-05,2022-08-10,309,309,5,0,0
11611,413,L00413_2,7,2022-09-04,2022-09-06,118,118,2,0,0
11612,413,L00413_2,8,2022-10-04,2022-10-15,297,297,11,0,0
11613,413,L00413_2,9,2022-11-03,2022-11-20,472,472,17,1,0
11614,413,L00413_2,10,2022-12-03,2022-12-03,566,566,0,0,0
11615,413,L00413_2,11,2023-01-02,2023-01-02,221,221,0,0,0
11616,413,L00413_2,12,2023-02-01,2023-02-06,771,771,5,0,0
11617,414,L00414_1,1,2022-02-28,2022-02-28,167,167,0,0,0
11618,414,L00414_1,2,2022-03-30,2022-03-30,317,317,0,0,0
11619,414,L00414_1,3,2022-04-29,2022-05-07,230,230,8,0,0
11620,414,L00414_1,4,2022-05-29,2022-05-29,196,196,0,0,0
11621,414,L00414_1,5,2022-06-28,2022-07-01,358,358,3,0,0
11622,414,L00414_1,6,2022-07-28,2022-08-19,519,519,22,1,0
11623,414,L00414_1,7,2022-08-27,2022-09-03,787,787,7,0,0
11624,414,L00414_1,8,2022-09-26,2022-09-26,693,693,0,0,0
11625,414,L00414_1,9,2022-10-26,2022-11-02,539,539,7,0,0
11626,414,L00414_1,10,2022-11-25,2022-11-25,763,763,0,0,0
11627,414,L00414_1,11,2022-12-25,2023-01-01,296,296,7,0,0
11628,414,L00414_1,12,2023-01-24,2023-02-02,301,301,9,0,0
11629,414,L00414_1,13,2023-02-23,2023-02-23,462,462,0,0,0
11630,414,L00414_1,14,2023-03-25,2023-04-07,676,676,13,0,0
11631,414,L00414_1,15,2023-04-24,2023-05-05,608,608,11,0,0
11632,414,L00414_1,16,2023-05-24,2023-05-25,515,515,1,0,0
11633,414,L00414_1,17,2023-06-23,2023-07-17,576,576,24,1,0
11634,414,L00414_1,18,2023-07-23,2023-07-23,656,656,0,0,0
11635,414,L00414_1,19,2023-08-22,2023-08-22,399,399,0,0,0
11636,414,L00414_1,20,2023-09-21,2023-09-24,311,311,3,0,0
11637,414,L00414_1,21,2023-10-21,2023-11-15,815,815,25,1,0
11638,414,L00414_1,22,2023-11-20,2023-11-20,708,708,0,0,0
11639,414,L00414_1,23,2023-12-20,2023-12-30,185,185,10,0,0
11640,414,L00414_1,24,2024-01-19,2024-02-18,788,788,30,1,0
11641,414,L00414_2,1,2022-08-12,2022-09-02,457,457,21,1,0
11642,414,L00414_2,2,2022-09-11,2022-09-17,690,690,6,0,0
11643,414,L00414_2,3,2022-10-11,2022-10-13,592,592,2,0,0
11644,414,L00414_2,4,2022-11-10,2022-11-23,699,699,13,0,0
11645,414,L00414_2,5,2022-12-10,2022-12-10,389,389,0,0,0
11646,414,L00414_2,6,2023-01-09,2023-01-15,641,641,6,0,0
11647,415,L00415_1,1,2022-07-16,2022-07-16,440,440,0,0,0
11648,415,L00415_1,2,2022-08-15,2022-08-15,754,754,0,0,0
11649,415,L00415_1,3,2022-09-14,2022-09-16,382,382,2,0,0
11650,415,L00415_1,4,2022-10-14,2022-10-23,465,465,9,0,0
11651,415,L00415_1,5,2022-11-13,2022-11-16,636,636,3,0,0
11652,415,L00415_1,6,2022-12-13,2022-12-17,869,869,4,0,0
11653,415,L00415_2,1,2021-09-17,2021-09-17,751,751,0,0,0
11654,415,L00415_2,2,2021-10-17,2021-10-17,770,770,0,0,0
11655,415,L00415_2,3,2021-11-16,2021-11-28,604,604,12,0,0
11656,415,L00415_2,4,2021-12-16,2021-12-18,663,663,2,0,0
11657,415,L00415_2,5,2022-01-15,2022-01-15,285,285,0,0,0
11658,415,L00415_2,6,2022-02-14,2022-02-17,265,265,3,0,0
11659,415,L00415_2,7,2022-03-16,2022-03-16,291,291,0,0,0
11660,415,L00415_2,8,2022-04-15,2022-04-20,452,452,5,0,0
11661,415,L00415_2,9,2022-05-15,2022-05-15,739,739,0,0,0
11662,415,L00415_2,10,2022-06-14,2022-06-17,268,268,3,0,0
11663,415,L00415_2,11,2022-07-14,2022-07-14,562,562,0,0,0
11664,415,L00415_2,12,2022-08-13,2022-08-15,236,236,2,0,0
11665,416,L00416_1,1,2022-04-11,2022-04-11,332,332,0,0,0
11666,416,L00416_1,2,2022-05-11,2022-05-11,696,696,0,0,0
11667,416,L00416_1,3,2022-06-10,2022-06-29,663,663,19,1,0
11668,416,L00416_1,4,2022-07-10,2022-07-10,398,398,0,0,0
11669,416,L00416_1,5,2022-08-09,2022-08-09,851,851,0,0,0
11670,416,L00416_1,6,2022-09-08,2022-09-12,879,879,4,0,0
11671,416,L00416_1,7,2022-10-08,2022-10-08,350,350,0,0,0
11672,416,L00416_1,8,2022-11-07,2022-11-12,673,673,5,0,0
11673,416,L00416_1,9,2022-12-07,2022-12-07,716,716,0,0,0
11674,416,L00416_1,10,2023-01-06,2023-01-06,214,214,0,0,0
11675,416,L00416_1,11,2023-02-05,2023-02-17,530,530,12,0,0
11676,416,L00416_1,12,2023-03-07,2023-03-07,832,832,0,0,0
11677,416,L00416_1,13,2023-04-06,2023-04-12,771,771,6,0,0
11678,416,L00416_1,14,2023-05-06,2023-05-07,588,588,1,0,0
11679,416,L00416_1,15,2023-06-05,2023-06-05,173,173,0,0,0
11680,416,L00416_1,16,2023-07-05,2023-07-05,411,411,0,0,0
11681,416,L00416_1,17,2023-08-04,2023-08-04,480,480,0,0,0
11682,416,L00416_1,18,2023-09-03,2023-09-10,397,397,7,0,0
11683,416,L00416_1,19,2023-10-03,2023-10-03,370,370,0,0,0
11684,416,L00416_1,20,2023-11-02,2023-11-04,202,202,2,0,0
11685,416,L00416_1,21,2023-12-02,2023-12-04,255,255,2,0,0
11686,416,L00416_1,22,2024-01-01,2024-01-11,289,289,10,0,0
11687,416,L00416_1,23,2024-01-31,2024-01-31,445,445,0,0,0
11688,416,L00416_1,24,2024-03-01,2024-03-25,142,142,24,1,0
11689,417,L00417_1,1,2021-10-17,2021-10-17,355,355,0,0,0
11690,417,L00417_1,2,2021-11-16,2021-11-20,637,637,4,0,0
11691,417,L00417_1,3,2021-12-16,2021-12-16,682,682,0,0,0
11692,417,L00417_1,4,2022-01-15,2022-01-18,410,410,3,0,0
11693,417,L00417_1,5,2022-02-14,2022-02-28,319,319,14,0,0
11694,417,L00417_1,6,2022-03-16,2022-03-26,131,131,10,0,0
11695,417,L00417_1,7,2022-04-15,2022-04-27,519,519,12,0,0
11696,417,L00417_1,8,2022-05-15,2022-05-16,477,477,1,0,0
11697,417,L00417_1,9,2022-06-14,2022-07-09,898,898,25,1,0
11698,417,L00417_1,10,2022-07-14,2022-07-14,217,217,0,0,0
11699,417,L00417_1,11,2022-08-13,2022-08-13,507,507,0,0,0
11700,417,L00417_1,12,2022-09-12,2022-09-12,252,252,0,0,0
11701,418,L00418_1,1,2022-07-31,2022-08-14,280,280,14,0,0
11702,418,L00418_1,2,2022-08-30,2022-09-10,728,728,11,0,0
11703,418,L00418_1,3,2022-09-29,2022-10-05,517,517,6,0,0
11704,418,L00418_1,4,2022-10-29,2022-10-29,139,139,0,0,0
11705,418,L00418_1,5,2022-11-28,2022-12-01,810,810,3,0,0
11706,418,L00418_1,6,2022-12-28,2023-01-01,277,277,4,0,0
11707,418,L00418_1,7,2023-01-27,2023-02-07,786,786,11,0,0
11708,418,L00418_1,8,2023-02-26,2023-03-19,117,117,21,1,0
11709,418,L00418_1,9,2023-03-28,2023-04-07,785,785,10,0,0
11710,418,L00418_1,10,2023-04-27,2023-04-27,604,604,0,0,0
11711,418,L00418_1,11,2023-05-27,2023-06-11,263,263,15,0,0
11712,418,L00418_1,12,2023-06-26,2023-06-26,196,196,0,0,0
11713,418,L00418_1,13,2023-07-26,2023-07-26,156,156,0,0,0
11714,418,L00418_1,14,2023-08-25,2023-08-27,564,564,2,0,0
11715,418,L00418_1,15,2023-09-24,2023-09-24,231,231,0,0,0
11716,418,L00418_1,16,2023-10-24,2023-10-24,215,215,0,0,0
11717,418,L00418_1,17,2023-11-23,2023-11-23,407,407,0,0,0
11718,418,L00418_1,18,2023-12-23,2024-01-07,737,737,15,0,0
11719,418,L00418_1,19,2024-01-22,2024-01-22,823,823,0,0,0
11720,418,L00418_1,20,2024-02-21,2024-02-23,218,218,2,0,0
11721,418,L00418_1,21,2024-03-22,2024-04-02,257,257,11,0,0
11722,418,L00418_1,22,2024-04-21,2024-04-21,551,551,0,0,0
11723,418,L00418_1,23,2024-05-21,2024-05-22,249,249,1,0,0
11724,418,L00418_1,24,2024-06-20,2024-06-28,493,493,8,0,0
11725,418,L00418_1,25,2024-07-20,2024-07-24,354,354,4,0,0
11726,418,L00418_1,26,2024-08-19,2024-08-19,892,892,0,0,0
11727,418,L00418_1,27,2024-09-18,2024-09-18,562,562,0,0,0
11728,418,L00418_1,28,2024-10-18,2024-10-20,860,860,2,0,0
11729,418,L00418_1,29,2024-11-17,2024-11-30,576,576,13,0,0
11730,418,L00418_1,30,2024-12-17,2024-12-25,551,551,8,0,0
11731,418,L00418_1,31,2025-01-16,2025-01-20,107,107,4,0,0
11732,418,L00418_1,32,2025-02-15,2025-02-15,737,737,0,0,0
11733,418,L00418_1,33,2025-03-17,2025-04-06,753,753,20,1,0
11734,418,L00418_1,34,2025-04-16,2025-04-16,363,363,0,0,0
11735,418,L00418_1,35,2025-05-16,2025-05-25,840,840,9,0,0
11736,418,L00418_1,36,2025-06-15,2025-06-29,403,403,14,0,0
11737,419,L00419_1,1,2021-12-26,2021-12-26,514,514,0,0,0
11738,419,L00419_1,2,2022-01-25,2022-01-28,411,411,3,0,0
11739,419,L00419_1,3,2022-02-24,2022-03-08,645,645,12,0,0
11740,419,L00419_1,4,2022-03-26,2022-03-30,523,523,4,0,0
11741,419,L00419_1,5,2022-04-25,2022-05-25,755,755,30,1,0
11742,419,L00419_1,6,2022-05-25,2022-05-25,258,258,0,0,0
11743,419,L00419_2,1,2023-04-06,2023-04-13,829,829,7,0,0
11744,419,L00419_2,2,2023-05-06,2023-05-06,828,828,0,0,0
11745,419,L00419_2,3,2023-06-05,2023-06-09,770,770,4,0,0
11746,419,L00419_2,4,2023-07-05,2023-07-05,472,472,0,0,0
11747,419,L00419_2,5,2023-08-04,2023-08-06,702,702,2,0,0
11748,419,L00419_2,6,2023-09-03,2023-09-03,214,214,0,0,0
11749,419,L00419_2,7,2023-10-03,2023-10-03,411,411,0,0,0
11750,419,L00419_2,8,2023-11-02,2023-11-07,641,641,5,0,0
11751,419,L00419_2,9,2023-12-02,2023-12-11,362,362,9,0,0
11752,419,L00419_2,10,2024-01-01,2024-01-12,821,821,11,0,0
11753,419,L00419_2,11,2024-01-31,2024-02-08,327,327,8,0,0
11754,419,L00419_2,12,2024-03-01,2024-03-02,841,841,1,0,0
11755,419,L00419_2,13,2024-03-31,2024-04-04,418,418,4,0,0
11756,419,L00419_2,14,2024-04-30,2024-04-30,640,640,0,0,0
11757,419,L00419_2,15,2024-05-30,2024-05-30,283,283,0,0,0
11758,419,L00419_2,16,2024-06-29,2024-06-30,281,281,1,0,0
11759,419,L00419_2,17,2024-07-29,2024-08-12,616,616,14,0,0
11760,419,L00419_2,18,2024-08-28,2024-08-28,748,748,0,0,0
11761,419,L00419_2,19,2024-09-27,2024-09-28,899,899,1,0,0
11762,419,L00419_2,20,2024-10-27,2024-10-27,781,781,0,0,0
11763,419,L00419_2,21,2024-11-26,2024-11-26,649,649,0,0,0
11764,419,L00419_2,22,2024-12-26,2025-01-01,761,761,6,0,0
11765,419,L00419_2,23,2025-01-25,2025-02-07,140,140,13,0,0
11766,419,L00419_2,24,2025-02-24,2025-02-24,387,387,0,0,0
11767,419,L00419_2,25,2025-03-26,2025-03-28,122,122,2,0,0
11768,419,L00419_2,26,2025-04-25,2025-04-26,802,802,1,0,0
11769,419,L00419_2,27,2025-05-25,2025-05-25,682,682,0,0,0
11770,419,L00419_2,28,2025-06-24,2025-07-02,547,547,8,0,0
11771,419,L00419_2,29,2025-07-24,2025-07-24,668,668,0,0,0
11772,419,L00419_2,30,2025-08-23,2025-09-07,641,641,15,0,0
11773,419,L00419_2,31,2025-09-22,2025-09-22,166,166,0,0,0
